ID,Block,PlotID,Species,Canopy,Trans,Fire,Snow,S1Tot,S2Tot,S3Tot,Row,Col,Pop,F1,Sp1,Su1,F2,Sp2,Su2,Su2.H,F3,F3.H,Sp3,Sp3.H,Su3.Fl,Su3.Fr,Su3.Sd,Su3.H
3157,8,68,sj,T,37.92,0,+,236.22,76.2,50.8,3,7,CR,,,,,,,,,,,,,,,
3158,8,68,sj,T,37.92,0,+,236.22,76.2,50.8,4,1,CR,,,,,,,,,,,,,,,
3159,8,68,sj,T,37.92,0,+,236.22,76.2,50.8,4,2,SKM,,,,,,,,,,,,,,,
3160,8,68,sj,T,37.92,0,+,236.22,76.2,50.8,4,3,SKM,,1,1,1,1,1,80,1,73,1,78,,,,
3161,8,68,sj,T,37.92,0,+,236.22,76.2,50.8,4,4,SKM,,,,,,,,,,,,,,,
3162,8,68,sj,T,37.92,0,+,236.22,76.2,50.8,4,5,CR,,,,,,,,,,,,,,,
3163,8,68,sj,T,37.92,0,+,236.22,76.2,50.8,4,6,PR,,,,,,,,,,,,,,,
3164,8,68,sj,T,37.92,0,+,236.22,76.2,50.8,4,7,CR,,,,,,,,,,,,,,,
3165,8,68,sj,T,37.92,0,+,236.22,76.2,50.8,5,1,CR,,,,,,,,,,,,,,,
3166,8,68,sj,T,37.92,0,+,236.22,76.2,50.8,5,2,SK,,,,,,,,,,,,,,,
3167,8,68,sj,T,37.92,0,+,236.22,76.2,50.8,5,3,CR,,,,,,,,,,,,,,,
3168,8,68,sj,T,37.92,0,+,236.22,76.2,50.8,5,4,CR,,,,,,,,,,,,,,,
3169,8,68,sj,T,37.92,0,+,236.22,76.2,50.8,5,5,CR,,,,,,,,,,,,,,,
3170,8,68,sj,T,37.92,0,+,236.22,76.2,50.8,5,6,SK,,,,,,,,,,,,,,,
3171,8,68,sj,T,37.92,0,+,236.22,76.2,50.8,5,7,SK,,,,,,,,,,,,,,,
3172,8,68,sj,T,37.92,0,+,236.22,76.2,50.8,6,1,SK,,,,,,,,,,,,,,,
3173,8,68,sj,T,37.92,0,+,236.22,76.2,50.8,6,2,PR,,1,1,1,1,1,42,1,71,1,32,,,,
3174,8,68,sj,T,37.92,0,+,236.22,76.2,50.8,6,3,SKM,,,,,,,,,,,,,,,
3175,8,68,sj,T,37.92,0,+,236.22,76.2,50.8,6,4,SK,,,,,1,1,14.5,1,14,1,13,,,,
3176,8,68,sj,T,37.92,0,+,236.22,76.2,50.8,6,5,SK,,,,,,,,,,,,,,,
3177,8,68,sj,T,37.92,0,+,236.22,76.2,50.8,6,6,SKM,,,,,,,,,,,,,,,
3178,8,68,sj,T,37.92,0,+,236.22,76.2,50.8,6,7,SKM,,,,,,,,,,,,,,,
3179,8,68,sj,T,37.92,0,+,236.22,76.2,50.8,7,1,CR,,,,,,,,,,,,,,,
3180,8,68,sj,T,37.92,0,+,236.22,76.2,50.8,7,2,SKM,,,,,,,,,,1,1,,,,
3181,8,68,sj,T,37.92,0,+,236.22,76.2,50.8,7,3,CR,,,,,,,,,,,,,,,
3182,8,68,sj,T,37.92,0,+,236.22,76.2,50.8,7,4,CR,,,,,,,,,,,,,,,
3183,8,68,sj,T,37.92,0,+,236.22,76.2,50.8,7,5,CR,,1,1,1,1,1,20,1,22,1,16,,,,
3184,8,68,sj,T,37.92,0,+,236.22,76.2,50.8,7,6,SKM,,,,,,,,,,,,,,,
3185,8,68,sj,T,37.92,0,+,236.22,76.2,50.8,7,7,SK,,1,1,1,0,0,,0,,0,,,,,
3088,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,1,1,CR,,,,,,,,,,,,,,,
3089,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,1,2,SK,,,,,,,,,,,,,,,
3090,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,1,3,SK,,,,,1,1,12,0,,0,,,,,
3091,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,1,4,PR,1,0,0,0,0,0,,0,,0,,,,,
3092,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,1,5,SK,1,1,1,1,1,1,37,1,38,1,32,,,,
3093,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,1,6,SKM,,,,,1,1,10,1,37,1,27,,,,
3094,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,1,7,SK,,,,,,,,,,,,,,,
3095,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,2,1,CR,,,,,,,,,,,,,,,
3096,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,2,2,SK,,1,0,0,0,0,,0,,0,,,,,
3097,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,2,3,SKM,1,1,1,1,1,1,18.5,1,18,1,14,,,,
3098,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,2,4,SKM,1,1,1,1,1,1,86.5,1,89,1,90,,,,
3099,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,2,5,CR,,,,,,,,,,,,,,,
3100,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,2,6,SK,,,,,1,1,17.5,1,17,1,13,,,,
3101,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,2,7,CR,,1,1,1,1,1,15,1,15,0,,,,,
3102,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,3,1,SK,,,,,1,1,18.5,1,18,1,15,,,,
3103,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,3,2,SKM,,,,,,,,,,,,,,,
3104,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,3,3,SKM,,,,,,,,,,,,,,,
3105,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,3,4,CR,,,,,,,,,,,,,,,
3106,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,3,5,SKM,1,1,1,1,1,1,52,1,53,1,45,,,,
3107,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,3,6,CR,,,,,,,,,,,,,,,
3108,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,3,7,SKM,,,,,,,,,,,,,,,
3109,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,4,1,CR,,,,,1,1,6,1,5,1,6,,,,
3110,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,4,2,CR,,1,1,1,1,1,27,1,26,1,24,,,,
3111,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,4,3,CR,,,,,1,1,11.5,1,10,1,6,,,,
3112,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,4,4,PR,1,1,1,1,1,1,78,1,85,1,65,,,,
3113,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,4,5,CR,,,,,,,,,,,,,,,
3114,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,4,6,SKM,,,,,,,,,,,,,,,
3115,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,4,7,SKM,1,1,1,1,1,1,61,1,64,1,32,,,,
3116,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,5,1,CR,,,,,,,,,,,,,,,
3117,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,5,2,CR,,,,,,,,,,,,,,,
3118,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,5,3,SKM,,,,,,,,,,,,,,,
3119,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,5,4,SKM,,,,,,,,,,,,,,,
3120,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,5,5,CR,,,,,1,1,22,1,22,1,19,,,,
3121,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,5,6,CR,,,,,,,,,,,,,,,
3122,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,5,7,SKM,,,,,,,,,,,,,,,
3123,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,6,1,SKM,,,,,,,,,,,,,,,
3124,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,6,2,SKM,,,,,1,1,7.5,1,9,1,12,,,,
3125,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,6,3,PR,1,1,1,1,1,1,68.5,1,69,1,68,,,,
3126,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,6,4,SKM,,,,,,,,,,,,,,,
3127,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,6,5,SK,1,1,1,1,1,1,68,1,71,1,74,,,,
3128,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,6,6,CR,,,,,,,,,,,,,,,
3129,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,6,7,SK,,,,,,,,,,,,,,,
3130,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,7,1,CR,,,,,,,,,,,,,,,
3131,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,7,2,CR,,,,,,,,,,,,,,,
3132,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,7,3,CR,,,,,,,,,,,,,,,
3133,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,7,4,SK,,,,,,,,,,,,,,,
3134,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,7,5,CR,,,,,,,,,,,,,,,
3135,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,7,6,SKM,,,,,,,,,,,,,,,
3136,8,65,sj,T,37.92,0,A,144.78,40.64,25.4,7,7,CR,,,,,,,,,,,,,,,
3333,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,1,1,CR,,,,,,,,,,,,,,,
3334,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,1,2,CR,,,,,,,,,,,,,,,
3335,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,1,3,SKM,,,,,,,,,,,,,,,
3336,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,1,4,CR,,,,,,,,,,,,,,,
3337,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,1,5,SKM,,,,,,,,,,,,,,,
3338,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,1,6,SKM,,,,,,,,,,,,,,,
3339,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,1,7,CR,,,,,,,,,,,,,,,
3340,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,2,1,SKM,,,,,,,,,,,,,,,
3341,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,2,2,SKM,,,,,,,,,,,,,,,
3342,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,2,3,PR,,,,,,,,,,,,,,,
3343,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,2,4,CR,,,,,,,,,,,,,,,
3344,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,2,5,CR,,,,,,,,,,,,,,,
3345,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,2,6,SK,,,,,,,,,,,,,,,
3346,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,2,7,CR,,,,,,,,,,,,,,,
3347,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,3,1,CR,,,,,,,,,,,,,,,
3348,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,3,2,SK,,,,,,,,,,,,,,,
3349,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,3,3,SK,,,,,,,,,,,,,,,
3350,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,3,4,PR,,,,,,,,,,,,,,,
3351,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,3,5,SKM,,,,,,,,,,,,,,,
3352,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,3,6,SKM,,,,,,,,,,,,,,,
3353,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,3,7,SKM,,,,,,,,,,,,,,,
3354,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,4,1,CR,,,,,,,,,,,,,,,
3355,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,4,2,CR,,,,,,,,,,,,,,,
3356,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,4,3,SKM,,,,,,,,,,,,,,,
3357,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,4,4,SKM,,,,,,,,,,,,,,,
3358,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,4,5,CR,,,,,,,,,,,,,,,
3359,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,4,6,CR,,,,,,,,,,,,,,,
3360,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,4,7,SK,,,,,,,,,,,,,,,
3361,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,5,1,SK,,,,,,,,,,,,,,,
3362,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,5,2,CR,,,,,,,,,,,,,,,
3363,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,5,3,SKM,,,,,,,,,,,,,,,
3364,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,5,4,CR,,,,,,,,,,,,,,,
3365,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,5,5,SKM,,,,,,,,,,,,,,,
3366,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,5,6,CR,,,,,,,,,,,,,,,
3367,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,5,7,SKM,,,,,,,,,,,,,,,
3368,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,6,1,CR,,,,,,,,,,,,,,,
3369,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,6,2,PR,,,,,,,,,,,,,,,
3370,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,6,3,CR,,,,,,,,,,,,,,,
3371,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,6,4,CR,,,,,,,,,,,,,,,
3372,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,6,5,SK,,,,,,,,,,,,,,,
3373,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,6,6,CR,,,,,,,,,,,,,,,
3374,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,6,7,SK,,,,,,,,,,,,,,,
3375,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,7,1,CR,,,,,,,,,,,,,,,
3376,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,7,2,SK,,,,,,,,,,,,,,,
3377,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,7,3,SKM,,,,,,,,,,,,,,,
3378,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,7,4,SKM,,,,,,,,,,,,,,,
3379,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,7,5,SKM,,,,,,,,,,,,,,,
3380,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,7,6,SK,,,,,,,,,,,,,,,
3381,9,80,sj,O,82.39,0,-,142.24,60.96,15.24,7,7,SK,,1,1,1,1,1,37,1,61,1,50,,,,
3284,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,1,1,SKM,,,,,,,,,,,,,,,
3285,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,1,2,CR,,,,,,,,,,,,,,,
3286,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,1,3,CR,,,,,,,,,,,,,,,
3287,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,1,4,SK,,,,,,,,,,,,,,,
3288,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,1,5,PR,,,,,,,,,,,,,,,
3289,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,1,6,CR,,,,,,,,,,,,,,,
3290,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,1,7,SK,,,,,,,,,,,,,,,
3291,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,2,1,SKM,,,,,,,,,,,,,,,
3292,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,2,2,CR,,,,,,,,,,,,,,,
3293,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,2,3,CR,,,,,,,,,,,,,,,
3294,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,2,4,SKM,,,,,,,,,,,,,,,
3295,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,2,5,CR,,,,,,,,,,,,,,,
3296,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,2,6,CR,,,,,,,,,,,,,,,
3297,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,2,7,CR,,,,,,,,,,,,,,,
3298,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,3,1,CR,,,,,,,,,,,,,,,
3299,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,3,2,SKM,,,,,,,,,,,,,,,
3300,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,3,3,CR,,,,,,,,,,,,,,,
3301,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,3,4,SK,,,1,1,0,0,,0,,0,,,,,
3302,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,3,5,SK,,,,,,,,,,,,,,,
3303,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,3,6,CR,,,,,,,,,,,,,,,
3304,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,3,7,SK,,,,,,,,,,,,,,,
3305,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,4,1,CR,,,,,,,,,,,,,,,
3306,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,4,2,SKM,,,,,,,,,,,,,,,
3307,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,4,3,SKM,,,,,,,,,,,,,,,
3308,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,4,4,SK,,,,,,,,,,,,,,,
3309,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,4,5,SKM,,,,,,,,,,,,,,,
3310,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,4,6,SK,,,,,,,,,,,,,,,
3311,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,4,7,SKM,,,,,,,,,,,,,,,
3312,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,5,1,PR,,,,,,,,,,,,,,,
3313,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,5,2,SKM,,,,,1,1,36.5,1,49,0,,,,,
3314,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,5,3,SKM,,,,,,,,,,,,,,,
3315,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,5,4,CR,,,,,,,,,,,,,,,
3316,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,5,5,CR,,,,,,,,,,,,,,,
3317,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,5,6,SKM,,,,,,,,,,,,,,,
3318,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,5,7,SKM,,,,,,,,,,,,,,,
3319,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,6,1,SK,,,,,1,0,,0,,0,,,,,
3320,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,6,2,CR,,,,,,,,,,,,,,,
3321,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,6,3,SK,,,,,,,,,,,,,,,
3322,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,6,4,SK,,,,,,,,,,,,,,,
3323,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,6,5,CR,,,,,,,,,,,,,,,
3324,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,6,6,SKM,,,,,,,,,,,,,,,
3325,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,6,7,SKM,,,,,,,,,,,,,,,
3326,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,7,1,CR,,,,,,,,,,,,,,,
3327,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,7,2,CR,,,,,,,,,,,,,,,
3328,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,7,3,SKM,,,,,,,,,,,,,,,
3329,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,7,4,CR,,,,,,,,,,,,,,,
3330,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,7,5,CR,,,,,,,,,,,,,,,
3331,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,7,6,SKM,,,,,,,,,,,,,,,
3332,9,77,sj,O,82.39,0,+,332.74,190.5,101.6,7,7,PR,,,,,,,,,,,,,,,
3235,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,1,1,SKM,,,,,,,,,,,,,,,
3236,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,1,2,SK,,,,,,,,,,,,,,,
3237,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,1,3,SKM,,,,,,,,,,,,,,,
3238,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,1,4,CR,,,,,,,,,,,,,,,
3239,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,1,5,SKM,,,,,,,,,,,,,,,
3240,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,1,6,SKM,,,,,,,,,,,,,,,
3241,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,1,7,SKM,,,,,,,,,,,,,,,
3242,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,2,1,SKM,,,,,,,,,,,,,,,
3243,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,2,2,SKM,,,,,,,,,,,,,,,
3244,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,2,3,CR,,,,,,,,,,,,,,,
3245,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,2,4,CR,,,,,,,,,,,,,,,
3246,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,2,5,SKM,,,,,,,,,,,,,,,
3247,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,2,6,SKM,,,,,,,,,,,,,,,
3248,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,2,7,SKM,,,,,,,,,,,,,,,
3249,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,3,1,CR,,,,,,,,,,,,,,,
3250,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,3,2,SK,,,,,,,,,,,,,,,
3251,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,3,3,SKM,,,,,,,,,,,,,,,
3252,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,3,4,CR,,,,,,,,,,,,,,,
3253,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,3,5,SKM,,,,,,,,,,,,,,,
3254,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,3,6,SK,,,,,,,,,,,,,,,
3255,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,3,7,PR,,,,,,,,,,,,,,,
3256,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,4,1,CR,,,,,,,,,,,,,,,
3257,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,4,2,CR,,,,,,,,,,,,,,,
3258,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,4,3,SK,,,,,,,,,,,,,,,
3259,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,4,4,SKM,,,,,,,,,,,,,,,
3260,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,4,5,CR,,,,,,,,,,,,,,,
3261,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,4,6,SK,,,,,,,,,,,,,,,
3262,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,4,7,PR,,,,,,,,,,,,,,,
3263,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,5,1,CR,,,,,,,,,,,,,,,
3264,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,5,2,PR,,,,,,,,,,,,,,,
3265,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,5,3,CR,,,,,,,,,,,,,,,
3266,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,5,4,CR,,,,,,,,,,,,,,,
3267,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,5,5,CR,,,,,,,,,,,,,,,
3268,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,5,6,SKM,,,,,,,,,,,,,,,
3269,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,5,7,CR,,,,,,,,,,,,,,,
3270,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,6,1,CR,,,,,,,,,,,,,,,
3271,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,6,2,SK,,,,,,,,,,1,1,,,,
3272,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,6,3,SKM,,,,,,,,,,,,,,,
3273,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,6,4,CR,,,,,,,,,,,,,,,
3274,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,6,5,CR,,,,,,,,,,,,,,,
3275,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,6,6,CR,,,,,,,,,,,,,,,
3276,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,6,7,CR,,,,,,,,,,,,,,,
3277,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,7,1,SK,,,,,,,,,,,,,,,
3278,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,7,2,CR,,,,,,,,,,,,,,,
3279,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,7,3,CR,,,,,,,,,,,,,,,
3280,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,7,4,SK,,,,,,,,,,,,,,,
3281,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,7,5,SK,,,,,,,,,,,,,,,
3282,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,7,6,SKM,,,,,,,,,,,,,,,
3283,9,74,sj,O,82.39,0,A,205.74,104.14,50.8,7,7,SK,,,,,,,,,,,,,,,
3480,10,86,sj,C,22.1,0,-,101.6,25.4,7.62,1,1,CR,,,,,,,,,,,,,,,
3481,10,86,sj,C,22.1,0,-,101.6,25.4,7.62,1,2,SKM,,,,,,,,,,,,,,,
3482,10,86,sj,C,22.1,0,-,101.6,25.4,7.62,1,3,SK,,,,,,,,,,,,,,,
3483,10,86,sj,C,22.1,0,-,101.6,25.4,7.62,1,4,SKM,,,,,,,,,,,,,,,
3484,10,86,sj,C,22.1,0,-,101.6,25.4,7.62,1,5,CR,,,,,,,,,,,,,,,
3485,10,86,sj,C,22.1,0,-,101.6,25.4,7.62,1,6,CR,,,,,,,,,,,,,,,
3486,10,86,sj,C,22.1,0,-,101.6,25.4,7.62,1,7,PR,,,,,,,,,,,,,,,
3487,10,86,sj,C,22.1,0,-,101.6,25.4,7.62,2,1,SKM,,,,,,,,,,,,,,,
3488,10,86,sj,C,22.1,0,-,101.6,25.4,7.62,2,2,SKM,,,,,,,,,,,,,,,
3489,10,86,sj,C,22.1,0,-,101.6,25.4,7.62,2,3,SK,1,1,1,1,0,0,,0,,0,,,,,
3490,10,86,sj,C,22.1,0,-,101.6,25.4,7.62,2,4,CR,,,,,,,,,,,,,,,
3491,10,86,sj,C,22.1,0,-,101.6,25.4,7.62,2,5,CR,,,,,,,,,,,,,,,
3492,10,86,sj,C,22.1,0,-,101.6,25.4,7.62,2,6,SK,,,,,,,,,,,,,,,
3493,10,86,sj,C,22.1,0,-,101.6,25.4,7.62,2,7,SKM,1,0,0,0,0,0,,0,,0,,,,,
3494,10,86,sj,C,22.1,0,-,101.6,25.4,7.62,3,1,SK,,,,,,,,,,,,,,,
3495,10,86,sj,C,22.1,0,-,101.6,25.4,7.62,3,2,SK,,,,,,,,,,,,,,,
3496,10,86,sj,C,22.1,0,-,101.6,25.4,7.62,3,3,CR,,,,,,,,,,,,,,,
3497,10,86,sj,C,22.1,0,-,101.6,25.4,7.62,3,4,SKM,,,,,,,,,,,,,,,
3498,10,86,sj,C,22.1,0,-,101.6,25.4,7.62,3,5,SKM,,,,,,,,,,,,,,,
3499,10,86,sj,C,22.1,0,-,101.6,25.4,7.62,3,6,CR,,,,,,,,,,,,,,,
3500,10,86,sj,C,22.1,0,-,101.6,25.4,7.62,3,7,CR,,,,,,,,,,,,,,,
3501,10,86,sj,C,22.1,0,-,101.6,25.4,7.62,4,1,SK,,,,,,,,,,,,,,,
3502,10,86,sj,C,22.1,0,-,101.6,25.4,7.62,4,2,CR,,,,,1,1,9.5,1,9.5,1,6,,,,
3503,10,86,sj,C,22.1,0,-,101.6,25.4,7.62,4,3,SKM,,,,,,,,,,,,,,,
